cc_id,type,number,ccv,expire
89108,VISA 19 digit,4142245068668798216,607,08/23
75128,VISA 19 digit,060468655141,676,12/29
10526,Mastercard,4164203467557402142,184,01/30
42280,Diners Club / Carte Blanche,4465760575473,043,08/25
43479,Discover,3538106915580716,047,02/30
71113,Discover,30092565827095,194,03/26
35501,JCB 16 digit,376166203296483,588,04/31
61074,Discover,377339582965494,449,11/26
14234,JCB 16 digit,4728442495695,577,11/31
75184,American Express,30048746214355,447,10/25
94573,Mastercard,4797074155281,661,10/27
41997,VISA 16 digit,4787609502032,238,04/30
80312,JCB 16 digit,2546484020552041,630,01/30
79987,VISA 13 digit,4527954691759058,303,04/30
51406,JCB 15 digit,341784610389360,210,02/24
46863,American Express,340340049123283,695,02/24
60664,JCB 16 digit,213112492179565,419,01/28
58534,Diners Club / Carte Blanche,348077680358867,233,07/25
44995,VISA 16 digit,4875840196325501139,936,04/22
39888,Maestro,4214135055583,463,03/31
22691,Discover,341671144566714,4815,01/25
10467,Discover,4092015043416788178,977,08/27
23388,VISA 16 digit,4439176226322353,804,06/26
21256,VISA 16 digit,4662077429425506,543,08/27
62036,VISA 16 digit,376825425934474,635,01/31
28752,VISA 16 digit,4925425129092212,669,02/30
80474,JCB 16 digit,30361759198989,850,10/30
61441,JCB 16 digit,30201183995701,676,12/29
77837,Diners Club / Carte Blanche,375577946449380,314,09/27
89267,Diners Club / Carte Blanche,4562139964295,2350,03/28
27380,Diners Club / Carte Blanche,501894415006,939,12/29
28845,JCB 15 digit,4101092489588015434,556,12/22
96194,VISA 16 digit,4119662848716,578,06/22
21339,American Express,3576321724458755,020,04/27
34217,VISA 13 digit,4638555258895445,840,07/23
22363,VISA 13 digit,180027206695699,081,11/22
66651,VISA 19 digit,3521346689656446,972,03/23
97573,VISA 19 digit,6558442865472242,6266,07/22
86526,Mastercard,6011010568662855,786,02/28
85980,VISA 16 digit,4977805695892,0834,12/22
85310,Mastercard,213182519951676,3750,07/28
88299,JCB 16 digit,213106678582626,401,07/29
69605,JCB 16 digit,36000870087226,201,06/25
76564,VISA 16 digit,30432593331217,920,02/28
69163,JCB 16 digit,6011656174079957,525,10/24
36957,JCB 15 digit,3508331051450658,268,08/31
72299,VISA 13 digit,2249608303104852,7082,10/24
78091,JCB 15 digit,30165402621978,202,10/23
97689,American Express,3543336163504000,432,07/26
60235,American Express,3590473278945208,524,09/26
48925,JCB 16 digit,4097134101791,714,01/30
59726,Discover,343032770018819,232,02/30
28837,Discover,30169379003285,386,04/30
85875,Diners Club / Carte Blanche,4215585461734379271,334,10/28
87108,JCB 15 digit,4061678794009572,835,12/22
51984,VISA 16 digit,503838417171,686,10/24
78218,JCB 16 digit,6558230560260693,422,12/31
45331,VISA 19 digit,346105271087611,845,01/23
36576,American Express,30208940926788,790,03/23
29463,Maestro,6011816619060349,095,09/29
80013,VISA 13 digit,4427353572059981821,045,06/29
52436,Discover,676303397274,159,03/23
26130,Discover,2280565531189016,328,09/22
39511,VISA 16 digit,2234961317067285,357,01/29
78980,JCB 16 digit,30448662172647,954,11/24
62397,VISA 16 digit,676162149956,280,03/27
67747,VISA 16 digit,347276238658916,991,07/23
47523,Maestro,4731087425068,996,09/23
66728,Discover,4574674219458452,521,12/26
70521,Maestro,4555619683851743,695,02/26
99840,VISA 16 digit,4195563278299403,166,12/29
14243,Maestro,348530052225940,885,02/26
80396,American Express,4011586776360338,4979,04/24
60948,American Express,3589454056311436,715,05/29
93829,VISA 19 digit,3516088949965269,356,03/23
58112,JCB 15 digit,376023268815519,509,11/27
29815,JCB 16 digit,4688075381200,752,05/26
11440,VISA 19 digit,4287535009226979,960,08/25
14388,JCB 15 digit,6011735830717869,301,12/22
89611,Diners Club / Carte Blanche,4765493396117,988,02/23
16131,JCB 16 digit,344669499390802,334,06/22
17836,American Express,6011825296024411,047,04/27
69658,JCB 15 digit,4335546363405,150,04/31
70102,Maestro,4483298481141818,699,06/29
57661,VISA 16 digit,5315960658826718,040,05/26
67387,VISA 16 digit,3550776240683923,344,06/22
66007,VISA 16 digit,213184765946707,384,11/28
89378,American Express,30218354726871,247,10/30
79186,Diners Club / Carte Blanche,4784493856858862067,635,07/27
50909,Mastercard,3588210721529385,262,09/29
72787,VISA 16 digit,30484203215793,247,02/28
85335,VISA 19 digit,4589206793585518434,8229,11/28
34357,American Express,3560607732437015,855,12/30
74477,Diners Club / Carte Blanche,4196724610716756,837,07/27
33568,Diners Club / Carte Blanche,3536445978901373,660,05/29
84132,Diners Club / Carte Blanche,4813874381219966750,331,11/31
65340,JCB 16 digit,4742899799951959,666,02/26
21324,Mastercard,6535939522476811,632,02/31
88993,VISA 16 digit,2284180945101379,036,10/25
98436,VISA 19 digit,3543662447631610,997,11/30
91736,JCB 15 digit,4796398141575785,676,12/29
29097,VISA 16 digit,3515012367721674,721,01/28
86302,JCB 16 digit,4980084226645,788,06/28
52288,Diners Club / Carte Blanche,180013535551043,560,06/28
88929,JCB 16 digit,3506577355673773,230,04/31
92174,VISA 16 digit,180048316385286,885,02/28
55646,JCB 16 digit,4941546003717,425,04/29
71471,JCB 16 digit,345266742160378,057,04/25
60372,JCB 16 digit,376750704098967,461,07/27
38522,VISA 16 digit,6594095578426750,797,10/31
21396,American Express,372239730279191,732,12/26
10833,VISA 13 digit,2542011869045631,287,06/23
34552,VISA 16 digit,4543836976956,115,10/24
12283,Mastercard,561344118824,795,04/23
28556,VISA 16 digit,2258196061931847,146,07/22
90244,Mastercard,4724711487021363569,160,01/23
11342,Diners Club / Carte Blanche,4145327076989,369,09/26
56223,Discover,3505245905719253,482,02/27
10980,Diners Club / Carte Blanche,3587162603192231,357,12/24
20571,Mastercard,3573263713657307,217,10/26
50773,VISA 16 digit,377469266857863,411,12/23
98802,VISA 16 digit,3570720205394494,149,12/27
32380,VISA 19 digit,213145626094128,318,04/30
96472,JCB 15 digit,3565535268518764,362,09/23
46216,American Express,4302284292907,710,01/24
75675,Maestro,4448132357706459,9643,06/28
10508,Discover,6011534930154119,275,10/25
82292,VISA 16 digit,6575914857895845,555,11/26
99738,VISA 16 digit,4056560580845,740,09/28
14502,VISA 13 digit,6011923483511215,850,10/23
80637,American Express,6011441599093184,834,04/24
90152,JCB 16 digit,4839716188484033746,3731,08/24
27149,VISA 16 digit,30070728180255,923,09/24
54294,VISA 16 digit,2232976802711264,3921,06/27
19780,Diners Club / Carte Blanche,4392428094300291,500,01/25
83884,JCB 16 digit,2233558884643273,959,04/30
73660,JCB 16 digit,343887659556118,957,12/22
98044,American Express,4847900683777767,146,11/28
37247,JCB 16 digit,4732036627427595,020,12/23
27408,VISA 16 digit,676147749326,909,10/22
13915,American Express,6592359969392654,924,01/25
29173,Maestro,38996395255958,893,10/30
19080,Maestro,213118551096442,752,10/31
95080,JCB 16 digit,3571470400697189,897,10/29
64092,JCB 15 digit,4580102457740144,889,01/31
79692,VISA 13 digit,3528048604235313,073,01/26
40885,JCB 16 digit,3566578846523772,305,12/22
65915,JCB 15 digit,4202342499512073700,680,01/27
27151,JCB 16 digit,4302405031707605,252,04/27
68233,JCB 15 digit,4065254166282,467,03/28
80437,JCB 16 digit,4491553355832490,206,10/26
59771,JCB 16 digit,3517800894576134,858,08/29
61223,VISA 16 digit,377891186559255,105,04/22
32237,Mastercard,344261692477147,434,12/23
45020,Diners Club / Carte Blanche,345658467637632,971,04/23
49013,Diners Club / Carte Blanche,4781671615743304,518,04/23
64319,VISA 16 digit,3514571395046751,651,02/29
62343,VISA 13 digit,3532518484242096,7775,09/31
93413,Mastercard,3597339879689094,903,02/31
82120,VISA 16 digit,3575318518646406,864,04/27
57362,Discover,30223344174570,010,07/28
72964,Diners Club / Carte Blanche,6011761843778037,262,11/27
59878,VISA 16 digit,4766637944980320,590,12/22
49488,JCB 15 digit,4617597680970334,202,02/26
46474,Maestro,348931395451971,945,08/22
92153,VISA 13 digit,3587532563531984,391,05/26
78897,VISA 19 digit,4193909527961,890,03/30
57278,Discover,4866593936878049,022,01/29
90582,Mastercard,4111818566862,507,01/31
22518,VISA 16 digit,4749725199582875,926,12/22
32869,Mastercard,4513890488354206748,408,03/22
49167,JCB 16 digit,36062080635814,670,03/24
33971,Diners Club / Carte Blanche,3520543333127607,0646,04/26
84267,Maestro,4662351992209912985,710,07/31
36782,JCB 15 digit,379703852549601,997,03/28
32349,VISA 16 digit,349202573865849,335,04/28
26483,JCB 16 digit,4531580307706387997,140,06/22
66224,JCB 16 digit,30232871237403,862,12/30
32136,JCB 16 digit,213188352300236,931,10/25
30517,Mastercard,30158386001820,054,05/27
64029,VISA 19 digit,4581660862104139976,118,12/29
51601,JCB 15 digit,30053378637493,007,12/29
69670,Maestro,3525803370673136,110,09/24
21399,Diners Club / Carte Blanche,4415112409315898324,609,05/25
38888,VISA 16 digit,3589554776729500,365,04/29
72265,Maestro,349060549695637,828,05/25
44701,JCB 16 digit,676209419255,6250,06/23
68259,VISA 13 digit,4479225517140460,368,07/24
79082,VISA 13 digit,2293294798009909,436,01/30
75328,Diners Club / Carte Blanche,180005884440133,826,04/26
75359,JCB 15 digit,6011159694724426,018,12/25
71806,American Express,36579337615828,256,01/26
64548,VISA 19 digit,30409538456143,043,02/25
89576,JCB 15 digit,4603594591058842,771,03/30
58972,JCB 16 digit,3534233847296825,909,03/22
24158,VISA 19 digit,2273590770567457,644,09/27
20817,Mastercard,4024703212942398,400,04/30
51057,VISA 16 digit,3513566575317643,931,09/28
10925,JCB 16 digit,4808492672198335,114,12/24
28718,JCB 16 digit,4856744305021,907,11/23
33670,Discover,4710237356993,255,06/22
68030,JCB 15 digit,3521931071635189,780,05/26
50123,JCB 16 digit,213163980857436,811,09/28
38800,Mastercard,6011149770784188,347,05/26
68324,VISA 19 digit,4943394561521921603,970,04/24
57273,Diners Club / Carte Blanche,342161324511697,354,04/26
29654,American Express,676245575557,661,02/31
37909,Discover,4053134163217826,732,01/22
38671,VISA 13 digit,30181755519842,715,06/30
77281,American Express,341249214899289,560,12/25
35311,JCB 16 digit,3565459783388621,245,05/27
38158,JCB 16 digit,3582490413725212,717,05/22
69431,JCB 16 digit,213171333244137,629,02/30
24369,VISA 19 digit,4933836677341951,505,09/29
83428,JCB 15 digit,373948109673540,550,02/22
91933,Discover,4634840849104638,600,02/22
35106,Maestro,36483808644559,679,08/25
33166,Discover,379970953633465,023,01/24
18187,JCB 16 digit,2704030860823097,929,08/31
67060,JCB 16 digit,3547768711206546,371,10/28
44935,JCB 16 digit,6011180007016417,984,01/23
37616,VISA 13 digit,6011488962152832,992,11/25
14395,Diners Club / Carte Blanche,3598263675827196,871,08/23
22013,VISA 16 digit,3524315535318847,203,09/30
19136,VISA 16 digit,4218083424071,274,12/31
10948,Maestro,3549855592062599,689,03/25
83202,Maestro,4053507970213,145,12/22
90214,JCB 15 digit,370705842040335,580,05/25
27000,Maestro,4502652336398056564,495,02/29
46841,JCB 16 digit,6011427121736176,689,07/27
44490,American Express,6545776383141532,951,02/22
27137,JCB 16 digit,4048228910803277467,399,08/30
70303,Diners Club / Carte Blanche,4476139389257385947,605,10/29
66647,Discover,4873349250452,331,02/31
99709,Mastercard,180027723307661,902,06/28
21537,JCB 16 digit,2260749576995081,552,08/29
26693,Discover,6575320131808507,141,07/26
76296,VISA 13 digit,4735047455669403,440,12/26
87066,JCB 16 digit,6520127878574325,8242,06/28
86120,American Express,3530350713178731,519,03/25
97137,Maestro,3528517066303991,890,11/29
76478,VISA 16 digit,3560019310013970,399,10/23
27588,JCB 15 digit,3557114234918118,3819,09/30
58821,VISA 19 digit,4805467263926452523,381,12/22
65696,JCB 15 digit,3545304343261493,167,01/31
37014,JCB 16 digit,6582538416860106,101,05/23
82964,Diners Club / Carte Blanche,213108349066609,083,01/25
40212,VISA 19 digit,180025233135812,7365,12/28
19827,VISA 13 digit,3544974410742830,022,12/24
73541,VISA 16 digit,5138191983286650,640,08/27
89898,VISA 16 digit,345179827629128,911,01/32
95620,Mastercard,4097025100549685,595,01/29
49601,VISA 13 digit,342084350151420,280,12/23
30414,Maestro,6534354118005712,947,07/25
18991,JCB 15 digit,2273205851687534,107,12/31
90940,VISA 13 digit,378343569739434,305,11/30
19398,JCB 16 digit,4244275474853419,955,12/28
77440,JCB 16 digit,4935930436290985,055,04/28
92735,Maestro,4103438092674456,8248,04/27
22938,JCB 16 digit,676323789187,621,12/31
66959,JCB 16 digit,3595449087723114,423,05/28
53715,Maestro,30590559019421,284,08/30
47910,VISA 16 digit,4252590186255847,308,05/22
89649,American Express,4998186416146,916,03/22
56435,VISA 19 digit,4838611612234,983,07/25
77816,American Express,4853063658265895,516,09/23
11379,Diners Club / Carte Blanche,30580777999306,694,10/28
51061,JCB 15 digit,4488215777132173730,028,05/26
54629,JCB 16 digit,2273672102667666,550,02/22
95437,VISA 16 digit,3504386906643430,302,01/25
37975,American Express,213114856665874,371,08/24
41701,VISA 16 digit,3520898014959243,884,04/26
48935,VISA 13 digit,4136388081224899,236,09/30
43161,VISA 13 digit,3544523385265366,758,11/25
38593,American Express,4226005764149331,952,03/29
62490,VISA 16 digit,343175824816363,144,08/31
89254,JCB 16 digit,3559338020993260,791,03/24
41825,JCB 15 digit,4665449044490,887,07/24
33810,VISA 13 digit,4401419784711,775,02/30
17361,JCB 15 digit,4831032429992886,992,10/31
53257,Discover,3520359437262798,324,11/29
15215,Discover,213146849776020,497,02/30
58631,Discover,6599801762426638,243,08/25
85014,VISA 16 digit,564684717676,121,12/29
70047,VISA 16 digit,4563189223021706654,897,10/25
73685,JCB 15 digit,3546871822850946,201,09/22
84243,American Express,3554413351617476,173,07/25
83336,American Express,30489693446451,340,03/27
33145,JCB 16 digit,4707505157499282,874,07/23
17965,JCB 16 digit,4060791086750703,064,03/23
93434,VISA 16 digit,340107707887057,474,07/24
94455,VISA 16 digit,4049684337855297505,594,04/29
31119,VISA 19 digit,4410560116748,846,03/29
22903,VISA 16 digit,4612162819179,155,06/24
38317,JCB 16 digit,30420320654928,184,03/23
98687,JCB 15 digit,630492308139,672,09/31
26097,Discover,4869874546365594,058,12/25
39822,JCB 15 digit,060435355163,703,08/28
12318,VISA 16 digit,342696849648870,011,10/24
12335,VISA 16 digit,3593593397224024,846,04/31
14334,Discover,676157545275,013,06/27
65731,Discover,4500137876606226,242,01/29
87977,JCB 16 digit,4333626291143842,179,08/28
68816,Discover,180039822448825,047,08/23
56962,VISA 16 digit,3538612175284733,849,02/24
77094,VISA 16 digit,3560361596740755,688,11/30
25297,Mastercard,213185880563855,099,12/24
11618,JCB 16 digit,4070296184907322733,753,04/25
88980,American Express,4058883820818906,268,03/24
36644,JCB 15 digit,4301737779088751,282,05/28
25822,VISA 16 digit,213114085723460,308,06/23
16960,VISA 13 digit,5420183028450034,299,09/25
33944,JCB 16 digit,4667767359912199572,188,10/22
54530,JCB 16 digit,213193942100658,208,06/22
35013,American Express,349570606407825,017,10/27
18761,VISA 16 digit,4707349746079,681,05/30
80201,Maestro,3537916016414107,250,12/28
24840,VISA 16 digit,4736482994006,965,12/25
52736,JCB 15 digit,2720517755726815,028,05/27
11249,VISA 16 digit,4371429661276,0364,08/30
22579,Mastercard,6011339996079394,841,02/23
37770,Maestro,36093989434579,398,03/24
78413,Mastercard,6532583433206983,010,03/23
48590,JCB 16 digit,4969655220988,7343,06/26
26063,JCB 16 digit,4737504690968063,212,04/26
29137,VISA 13 digit,4742708520428254,252,12/31
30953,Discover,4599462740108,427,10/30
55793,JCB 16 digit,4351953153071610502,392,08/25
62973,American Express,3591540947007351,251,06/27
23689,Maestro,5129671497446073,400,10/30
79632,Mastercard,6011104048106482,1588,01/23
40055,American Express,3531724952991104,436,07/22
45297,VISA 16 digit,4006610821233105,357,07/26
27465,VISA 19 digit,4293535574006634,885,12/28
92232,JCB 16 digit,180054716178768,875,06/26
47175,JCB 15 digit,4249143080167753,952,04/31
91166,VISA 16 digit,4878360941421470,752,01/27
29793,Mastercard,3536452136252384,783,10/26
63299,Discover,3516800075356406,773,10/27
22243,American Express,6517966567855304,926,03/24
22310,JCB 15 digit,3519313703883145,215,04/22
96955,JCB 16 digit,4135050321691326,790,09/28
11915,VISA 19 digit,3587395818908971,773,09/25
81385,VISA 16 digit,213129798134037,511,04/28
20656,VISA 19 digit,2307912688944125,225,06/31
61837,Mastercard,4546234218976585,915,11/29
35917,Maestro,377612723995236,162,04/23
93388,Maestro,6579658584551355,320,02/29
78157,Mastercard,4569204310817,065,06/23
11536,Maestro,4595423446942,859,04/26
38522,JCB 15 digit,30149784031766,226,07/22
43940,Mastercard,4257721371319719,700,09/31
26544,Mastercard,4577486444951191564,671,01/29
87688,VISA 16 digit,5180783049363726,401,08/25
87159,VISA 16 digit,3588716385844407,3542,10/27
35286,Maestro,30289704548737,235,04/23
51108,VISA 19 digit,30127229715664,458,12/28
94627,JCB 16 digit,3592412065134046,158,09/24
26361,VISA 16 digit,6515764717436162,108,01/26
60042,VISA 19 digit,4324762052545128463,597,09/26
